Account_ID,Customer_ID,Account_Type,Account_Balance,Account_Status
8938,6372,Business,677125,ACTIVE
8939,1223,Savings,2453,Inactive
8940,7932,Current,1440100,Inactive
8941,9616,Current,1295350,Inactive
8942,3511,Salary,39000,Inactive
8943,3534,Savings,909894,active
8944,3117,Savings,89905,ACTIVE
8945,5556,Savings,755811,Inactive
8946,1569,Business,842256,Inactive
8947,408,Business,1456705,Inactive
8948,1109,Business,1490011,active
8949,2904,Current,1264170,ACTIVE
8950,6173,Current,522183,active
8951,1072,Salary,155130,ACTIVE
8952,3218,Savings,1427835,active
8953,9232,Business,178049,Inactive
8954,8539,Business,1151700,Active
8955,6431,Savings,1087660,Active
8956,3356,Business,404840,ACTIVE
8957,7144,Business,188644,ACTIVE
8958,3635,Current,551408,active
8959,5659,Current,1063946,ACTIVE
8960,377,Business,80696,ACTIVE
8961,3452,Business,494256,ACTIVE
8962,9124,Current,832715,active
8963,1852,Savings,79931,active
8964,8956,Savings,816687,Active
8965,4841,Business,107455,Active
8966,4153,Salary,210921,active
8967,4783,Salary,824722,Active
8968,4210,Business,270504,Inactive
8969,5850,Savings,1485208,Active
8970,7236,Salary,512786,ACTIVE
8971,2352,Current,1042239,Inactive
8972,3046,Salary,499231,Active
8973,9292,Current,533175,active
8974,5743,Salary,918495,active
8975,1648,Savings,1283135,ACTIVE
8976,2782,Business,346101,Active
8977,8057,Business,1161319,Active
8978,9692,Business,1111390,Inactive
8979,2,Current,1471307,Inactive
8980,8015,Business,266770,active
8981,5160,Salary,369152,Active
8982,7851,Savings,946701,ACTIVE
8983,2105,Business,1367011,Inactive
8984,6156,Current,1271068,ACTIVE
8985,8650,Current,1381680,Active
8986,7492,Savings,1146235,ACTIVE
8987,4787,Savings,660032,Active
8988,8733,Current,633744,ACTIVE
8989,1821,Savings,1333103,Active
8990,2387,Salary,1052165,active
8991,3443,Salary,216313,ACTIVE
8992,8121,Business,331389,ACTIVE
8993,7266,Business,452318,ACTIVE
8994,9275,Current,1479947,Active
8995,376,Current,406026,active
8996,5156,Salary,262891,Active
8997,9729,Savings,50150,Active
8998,7002,Business,232570,Active
8999,8579,Savings,778629,Inactive
9000,9004,Business,693640,Inactive
9001,183,Business,210946,Inactive
9002,9663,Current,347823,ACTIVE
9003,7762,Savings,1092758,Active
9004,9976,Current,812534,ACTIVE
9005,3300,Savings,103912,Active
9006,2877,Savings,341880,ACTIVE
9007,7217,Business,169829,Inactive
9008,2860,Savings,337025,active
9009,5044,Business,1347214,ACTIVE
9010,1823,Business,223157,ACTIVE
9011,2993,Business,315437,active
9012,4398,Salary,1471020,Active
9013,6760,Business,147869,ACTIVE
9014,1089,Current,1030392,ACTIVE
9015,1493,Savings,551630,ACTIVE
9016,5597,Savings,1220869,active
9017,1354,Salary,1232932,ACTIVE
9018,2057,Salary,636050,ACTIVE
9019,1428,Salary,1058116,active
9020,643,Current,1050916,Inactive
9021,4924,Business,1284009,Active
9022,4961,Salary,1264530,active
9023,7474,Salary,1125015,Inactive
9024,8840,Savings,1126619,Active
9025,914,Savings,966854,active
9026,3870,Salary,289578,ACTIVE
9027,6241,Savings,441414,active
9028,2326,Savings,1367024,Active
9029,9098,Business,655074,Active
9030,993,Salary,533915,Active
9031,4592,Salary,1110313,ACTIVE
9032,3559,Business,771523,Inactive
9033,9425,Salary,1148863,Inactive
9034,6153,Salary,1325176,active
9035,1327,Business,1306632,ACTIVE
9036,7827,Business,330901,Inactive
9037,4013,Salary,891528,Inactive
9038,5595,Savings,322261,ACTIVE
9039,2721,Business,846070,Active
9040,1791,Business,670365,Active
9041,410,Current,130623,active
9042,1655,Savings,254821,Active
9043,7279,Salary,952082,Active
9044,5538,Current,576746,Inactive
9045,5823,Current,511310,ACTIVE
9046,6044,Current,1386668,Inactive
9047,5846,Savings,853232,active
9048,5198,Business,263811,Active
9049,3590,Salary,915424,Inactive
9050,1070,Savings,788426,Active
9051,6052,Current,571568,ACTIVE
9052,2673,Savings,1462292,Inactive
9053,7696,Salary,139104,Active
9054,6395,Savings,1132666,Active
9055,4552,Current,241810,Inactive
9056,941,Current,444172,active
9057,5370,Business,614501,ACTIVE
9058,6116,Savings,55246,Inactive
9059,7728,Salary,303239,ACTIVE
9060,7793,Business,1479997,Active
9061,2658,Business,1037922,ACTIVE
9062,7128,Salary,913772,Inactive
9063,8853,Salary,1205306,ACTIVE
9064,5930,Savings,210843,active
9065,6619,Current,791689,ACTIVE
9066,2944,Business,982439,active
9067,306,Business,911107,active
9068,9049,Savings,248369,Active
9069,2942,Current,208144,Inactive
9070,449,Savings,677534,ACTIVE
9071,7449,Current,-283,Active
9072,2795,Salary,1029557,ACTIVE
9073,1231,Savings,1049127,ACTIVE
9074,5499,Salary,264754,ACTIVE
9075,482,Savings,685189,Inactive
9076,6418,Salary,16338,active
9077,6425,Current,1197147,ACTIVE
9078,3069,Current,223050,ACTIVE
9079,3428,Current,1165941,active
9080,5054,Business,961658,Active
9081,9353,Current,1127168,Active
9082,1193,Savings,929626,Inactive
9083,8031,Current,398972,active
9084,7446,Business,234215,ACTIVE
9085,4326,Salary,1163679,Inactive
9086,1518,Business,1205708,Active
9087,2025,Business,152643,active
9088,8681,Salary,314706,active
9089,9901,Savings,5590,ACTIVE
9090,1300,Savings,1308720,Active
9091,4093,Current,361563,active
9092,7033,Business,573473,ACTIVE
9093,3724,Savings,383740,active
9094,1086,Current,439370,active
9095,3205,Business,897394,active
9096,2860,Business,321987,Active
9097,9373,Savings,1053963,Active
9098,5409,Current,958517,Active
9099,8023,Salary,561309,Inactive
9100,5476,Business,779128,Active
9101,6962,Current,733869,ACTIVE
9102,3531,Salary,163728,active
9103,3579,Salary,1241843,active
9104,9794,Savings,1044092,active
9105,2276,Salary,988451,active
9106,4526,Business,622485,Active
9107,145,Business,1392688,Inactive
9108,2209,Current,959176,Active
9109,8481,Business,1297295,active
9110,5472,Savings,1124953,Active
9111,4180,Savings,1377696,Active
9112,534,Business,423744,Active
9113,6269,Current,596717,Active
9114,181,Savings,415139,active
9115,3033,Current,1046166,ACTIVE
9116,9260,Business,35608,active
9117,930,Salary,969787,ACTIVE
9118,7964,Savings,693635,active
9119,4515,Salary,1193948,ACTIVE
9120,964,Savings,637777,Active
9121,6921,Business,1499462,Inactive
9122,3350,Current,1125211,Inactive
9123,7385,Current,514599,Inactive
9124,3157,Current,1212930,Active
9125,2841,Business,705888,active
9126,7505,Current,745521,ACTIVE
9127,2127,Savings,1389105,Inactive
9128,5639,Salary,719381,ACTIVE
9129,3899,Business,817942,active
9130,1760,Salary,1497044,Active
9131,1480,Savings,1149115,Active
9132,4803,Savings,767755,ACTIVE
9133,7652,Salary,172794,ACTIVE
9134,977,Salary,1095641,ACTIVE
9135,9153,Savings,1277260,Inactive
9136,3428,Savings,905988,Inactive
9137,81,Savings,492428,Inactive
9138,7290,Savings,1025261,Inactive
9139,4666,Savings,-6953,Active
9140,2860,Salary,264985,Inactive
9141,9849,Salary,226171,active
9142,1072,Business,297239,ACTIVE
9143,9853,Current,166800,ACTIVE
9144,2457,Current,-7076,Inactive
9145,9017,Salary,1184925,Inactive
9146,3085,Salary,703481,active
9147,1869,Current,1447034,Active
9148,3852,Current,500991,ACTIVE
9149,6368,Current,1169911,Inactive
9150,4323,Business,1426718,Active
9151,988,Savings,1172580,ACTIVE
9152,5484,Current,646643,active
9153,8383,Savings,33435,active
9154,8184,Business,228171,Inactive
9155,6846,Savings,442852,ACTIVE
9156,8052,Current,1116471,active
9157,1024,Salary,222628,active
9158,7607,Business,615156,ACTIVE
9159,3295,Current,91410,ACTIVE
9160,7128,Current,166150,Active
9161,8052,Current,1302698,Active
9162,3114,Current,1375123,Active
9163,3664,Business,373554,Inactive
9164,5746,Current,69899,Active
9165,7532,Savings,1085915,active
9166,1157,Current,1043128,Active
9167,9904,Business,896194,ACTIVE
9168,8355,Salary,1100422,ACTIVE
9169,4400,Salary,501628,Inactive
9170,2795,Savings,1392349,Inactive
9171,8246,Savings,1051064,Active
9172,8566,Current,1183540,ACTIVE
9173,9069,Current,1204391,Active
9174,5547,Savings,1011499,ACTIVE
9175,6894,Salary,1414214,ACTIVE
9176,5162,Business,1361744,active
9177,7783,Current,625796,active
9178,8119,Business,629855,Active
9179,2866,Salary,329788,active
9180,6486,Savings,1206553,Inactive
9181,2709,Salary,315423,active
9182,3289,Business,1163195,active
9183,8232,Salary,487813,Active
9184,1655,Salary,970478,Inactive
9185,798,Current,411827,Active
9186,8902,Savings,359758,ACTIVE
9187,5613,Business,87982,active
9188,25,Business,733087,Inactive
9189,5061,Current,155302,ACTIVE
9190,7453,Salary,553747,Inactive
9191,5115,Business,1054419,ACTIVE
9192,7384,Current,914257,ACTIVE
9193,9649,Business,800158,Active
9194,9266,Current,340257,Active
9195,9428,Current,327416,active
9196,4698,Savings,128827,ACTIVE
9197,4485,Savings,948036,Inactive
9198,7437,Salary,615085,ACTIVE
9199,3367,Current,298230,Active
9200,4525,Business,386533,Inactive
9201,2065,Salary,1058530,Inactive
9202,4539,Current,781042,active
9203,3427,Salary,356222,ACTIVE
9204,1017,Business,886880,active
9205,2018,Business,822846,active
9206,5691,Savings,396117,ACTIVE
9207,7649,Salary,1111482,Active
9208,2426,Savings,645363,Active
9209,4227,Current,504466,Inactive
9210,4497,Current,645316,Active
9211,4219,Business,879155,active
9212,9112,Current,1369875,Active
9213,3835,Salary,1402173,Inactive
9214,7360,Business,218927,Active
9215,4170,Business,1443762,ACTIVE
9216,7547,Salary,290536,active
9217,3544,Salary,1058871,active
9218,8303,Savings,443885,active
9219,2225,Current,1148911,Inactive
9220,3092,Business,1306918,active
9221,2253,Current,111400,Inactive
9222,1991,Savings,1137219,active
9223,5153,Savings,602365,Active
9224,2128,Business,23842,ACTIVE
9225,9760,Current,532566,active
9226,2174,Current,554204,Active
9227,4604,Business,884328,Active
9228,2423,Business,1138794,ACTIVE
9229,7133,Savings,419832,Active
9230,4630,Business,852767,Inactive
9231,4314,Savings,259927,active
9232,4378,Current,355255,Active
9233,4401,Current,1248395,active
9234,4758,Savings,502977,ACTIVE
9235,1219,Current,664465,ACTIVE
9236,1450,Business,510705,ACTIVE
9237,1588,Savings,423175,Active
9238,3985,Current,179744,Active
9239,4750,Salary,721943,Active
9240,6848,Salary,940522,Inactive
9241,7838,Current,210484,Active
9242,397,Business,860466,ACTIVE
9243,744,Savings,1142224,Inactive
9244,5280,Salary,1428109,ACTIVE
9245,9646,Business,1241891,ACTIVE
9246,2018,Savings,853014,Inactive
9247,3612,Salary,187100,active
9248,2323,Salary,548078,active
9249,2632,Salary,-2748,active
9250,362,Current,370133,Inactive
9251,400,Current,1152764,Active
9252,3655,Business,1299272,active
9253,8987,Savings,722534,ACTIVE
9254,563,Current,682865,Active
9255,7803,Savings,687853,Inactive
9256,2065,Salary,530097,Active
9257,8412,Current,1211569,active
9258,2632,Salary,848382,Active
9259,2017,Savings,1459370,Inactive
9260,626,Current,1111348,Inactive
9261,9857,Current,-4457,Active
9262,3342,Salary,296580,active
9263,9095,Business,183215,Inactive
9264,64,Current,605786,ACTIVE
9265,1928,Savings,1324023,ACTIVE
9266,9142,Current,198645,ACTIVE
9267,8631,Salary,1025865,active
9268,897,Savings,315533,Active
9269,5859,Current,418984,Inactive
9270,7368,Salary,710154,active
9271,2080,Salary,483402,Active
9272,1,Business,205658,Inactive
9273,4802,Salary,323380,Inactive
9274,4010,Salary,1197946,ACTIVE
9275,6025,Business,324589,ACTIVE
9276,2764,Business,452890,active
9277,2634,Business,1412323,Inactive
9278,3433,Business,1017466,Inactive
9279,1683,Salary,52437,ACTIVE
9280,563,Savings,53797,Inactive
9281,6993,Salary,1349153,Inactive
9282,258,Salary,83572,active
9283,6666,Current,1246164,ACTIVE
9284,9157,Savings,345442,ACTIVE
9285,4742,Salary,920148,ACTIVE
9286,4674,Current,731529,Inactive
9287,4932,Savings,858704,active
9288,7007,Savings,293776,Inactive
9289,3876,Salary,552326,ACTIVE
9290,4094,Savings,296105,Inactive
9291,2655,Current,1141967,active
9292,3985,Savings,1309816,active
9293,3816,Salary,523775,Active
9294,1870,Business,571064,ACTIVE
9295,378,Salary,975003,Inactive
9296,2393,Business,1147866,Active
9297,6207,Current,1340038,Active
9298,849,Savings,57211,active
9299,780,Current,369433,ACTIVE
9300,3412,Savings,1220188,Active
9301,866,Savings,131643,ACTIVE
9302,3640,Savings,681858,ACTIVE
9303,7092,Business,1064851,active
9304,1931,Savings,374480,active
9305,539,Business,480828,Active
9306,4030,Salary,702257,Active
9307,9298,Business,1209431,active
9308,9958,Salary,925480,Inactive
9309,6062,Business,1214984,Inactive
9310,9948,Current,129404,Active
9311,7542,Savings,454058,Inactive
9312,8426,Current,1359868,Active
9313,6223,Current,499408,ACTIVE
9314,5417,Business,1297290,Active
9315,7708,Business,1001428,Inactive
9316,7144,Salary,937282,Active
9317,8080,Current,1453637,Inactive
9318,7215,Current,784803,Active
9319,897,Business,1402752,active
9320,7583,Current,752034,ACTIVE
9321,6489,Savings,184699,Active
9322,3596,Savings,197584,active
9323,8468,Business,365963,ACTIVE
9324,8595,Current,74953,Inactive
9325,2302,Current,64648,active
9326,3049,Savings,1400267,active
9327,2585,Business,893390,ACTIVE
9328,4259,Savings,56539,ACTIVE
9329,5228,Current,1318626,active
9330,243,Business,855643,active
9331,2351,Current,463530,Active
9332,9155,Business,1476592,Inactive
9333,9332,Savings,520466,active
9334,1046,Savings,1075792,ACTIVE
9335,9679,Business,706808,ACTIVE
9336,9157,Business,299152,ACTIVE
9337,6634,Savings,920347,Inactive
9338,2666,Savings,448292,ACTIVE
9339,2012,Current,42398,active
9340,6527,Business,916414,active
9341,7298,Business,882636,Inactive
9342,5246,Business,789316,Inactive
9343,8562,Savings,904477,Inactive
9344,1395,Savings,1145857,ACTIVE
9345,9021,Savings,442858,ACTIVE
9346,6405,Salary,1405055,ACTIVE
9347,2076,Salary,141542,Active
9348,2897,Savings,889036,active
9349,8375,Business,1365962,ACTIVE
9350,376,Business,175979,active
9351,3991,Business,1036862,Active
9352,8402,Current,864939,active
9353,9078,Savings,323934,Active
9354,6260,Business,865291,active
9355,3707,Business,584497,Active
9356,4468,Savings,1436165,active
9357,995,Savings,1172242,Active
9358,2490,Savings,243033,ACTIVE
9359,2662,Salary,1497752,ACTIVE
9360,5491,Savings,798250,Inactive
9361,3516,Savings,877433,active
9362,4063,Salary,270423,Active
9363,5835,Savings,77075,ACTIVE
9364,9547,Business,1279428,active
9365,5011,Business,513591,Active
9366,7825,Business,602398,Active
9367,5636,Business,22491,Active
9368,5516,Business,935710,Active
9369,7921,Current,520016,Inactive
9370,1927,Salary,208343,active
9371,5077,Savings,1484429,Active
9372,229,Business,853694,Active
9373,6586,Business,1048538,ACTIVE
9374,6053,Business,751525,Active
9375,5688,Current,306121,Active
9376,8038,Savings,1130489,Inactive
9377,2640,Savings,1038745,Active
9378,7967,Business,1397070,Active
9379,1295,Current,200897,active
9380,4226,Current,492416,active
9381,1549,Business,826911,active
9382,5880,Business,929103,ACTIVE
9383,517,Current,961451,Active
9384,3489,Savings,586390,active
9385,4608,Current,1251106,active
9386,3010,Current,239138,ACTIVE
9387,8164,Savings,641396,ACTIVE
9388,1981,Savings,1029865,Active
9389,5558,Savings,1344358,Active
9390,8417,Savings,348364,Active
9391,2251,Salary,719151,active
9392,7912,Savings,327315,Inactive
9393,8328,Current,1113238,Inactive
9394,5153,Current,1006177,ACTIVE
9395,9245,Savings,214522,active
9396,9567,Current,1396176,Active
9397,3038,Current,1053477,active
9398,9544,Salary,774438,ACTIVE
9399,6589,Salary,1094928,active
9400,3930,Business,1249648,Active
9401,1394,Business,354961,Active
9402,7860,Savings,518924,Active
9403,371,Salary,724576,Active
9404,4734,Business,1278161,ACTIVE
9405,1660,Current,247601,ACTIVE
9406,9114,Business,912206,Inactive
9407,3444,Savings,1056471,Active
9408,7658,Business,1333102,ACTIVE
9409,1277,Savings,45878,Inactive
9410,6630,Business,83938,Active
9411,8794,Business,859212,Inactive
9412,8411,Current,433964,active
9413,9394,Current,2276,active
9414,209,Current,1343130,active
9415,3207,Current,1408450,Inactive
9416,211,Salary,405522,ACTIVE
9417,273,Business,1315344,Active
9418,7328,Current,818996,active
9419,6288,Savings,339154,ACTIVE
9420,9919,Salary,962994,ACTIVE
9421,3580,Savings,105934,ACTIVE
9422,7502,Current,435067,Inactive
9423,8694,Business,-5069,ACTIVE
9424,6588,Business,189793,Active
9425,3826,Business,698631,ACTIVE
9426,3945,Current,1490899,ACTIVE
9427,1110,Savings,1076657,Active
9428,3065,Business,217268,Active
9429,3152,Savings,-4357,active
9430,8144,Current,808072,Inactive
9431,1350,Business,271208,Active
9432,8201,Salary,1316296,ACTIVE
9433,3500,Current,366447,active
9434,4288,Salary,979228,Active
9435,9306,Current,453481,Active
9436,4588,Salary,986755,active
9437,7875,Current,202064,Inactive
9438,5385,Savings,512581,Active
9439,6924,Savings,310587,active
9440,7112,Business,396718,ACTIVE
9441,7411,Business,1473937,Active
9442,7162,Business,695284,ACTIVE
9443,677,Current,718435,active
9444,2773,Business,345829,Inactive
9445,1384,Current,1339497,Active
9446,499,Salary,1042565,Inactive
9447,6712,Salary,648040,Active
9448,9833,Current,1167752,Inactive
9449,7381,Salary,1281453,ACTIVE
9450,1855,Savings,981616,active
9451,1070,Savings,193465,Inactive
9452,4277,Current,251710,Active
9453,9788,Savings,616804,Inactive
9454,4322,Salary,611264,ACTIVE
9455,8539,Business,99771,ACTIVE
9456,6590,Business,196596,Active
9457,829,Current,543903,Active
9458,9822,Savings,989142,Inactive
9459,6020,Business,348514,active
9460,1687,Business,580672,Inactive
9461,7465,Business,710562,Active
9462,4348,Current,1437734,active
9463,9668,Savings,1376409,active
9464,9637,Savings,396349,active
9465,2699,Business,1194115,active
9466,6052,Savings,290278,Active
9467,6628,Savings,444766,Active
9468,3907,Business,177226,active
9469,624,Current,732397,active
9470,158,Business,320171,Active
9471,8761,Savings,320866,active
9472,5822,Savings,1445142,Active
9473,5763,Savings,1113567,Active
9474,4605,Current,1454252,Active
9475,4640,Savings,752067,ACTIVE
9476,2637,Savings,807046,Inactive
9477,4191,Savings,1467896,Inactive
9478,9493,Current,695204,Active
9479,5655,Business,49730,Inactive
9480,5069,Savings,1370915,active
9481,2970,Savings,197499,ACTIVE
9482,3033,Current,197681,active
9483,4213,Salary,562771,Inactive
9484,1480,Current,1341335,Active
9485,4456,Salary,1395450,ACTIVE
9486,5150,Salary,471852,Inactive
9487,2373,Salary,227851,Inactive
9488,1944,Salary,481979,Inactive
9489,8266,Salary,148980,ACTIVE
9490,5075,Current,482990,active
9491,3904,Savings,299774,active
9492,1443,Current,938639,Inactive
9493,3990,Business,1370176,Inactive
9494,4903,Current,725528,Active
9495,9479,Savings,1071251,ACTIVE
9496,551,Savings,555096,Active
9497,2762,Business,797816,ACTIVE
9498,7971,Business,64237,Inactive
9499,5381,Current,1140123,ACTIVE
9500,824,Current,695887,Inactive
9501,1107,Business,1111323,Inactive
9502,2220,Business,911515,active
9503,362,Current,1447345,Inactive
9504,9956,Business,819897,Inactive
9505,6418,Business,50931,Inactive
9506,4596,Current,1312047,active
9507,7621,Savings,1308148,ACTIVE
9508,2958,Business,232852,ACTIVE
9509,7087,Salary,344457,ACTIVE
9510,9269,Business,1049485,Inactive
9511,9613,Current,781425,Active
9512,6338,Salary,800354,ACTIVE
9513,464,Salary,340097,active
9514,1379,Business,806726,ACTIVE
9515,7508,Current,621800,Inactive
9516,5550,Current,367491,active
9517,7825,Business,472165,Inactive
9518,7636,Savings,491695,Active
9519,1796,Salary,1376818,Active
9520,795,Current,1432946,Active
9521,3068,Current,813350,Active
9522,9492,Business,1078056,ACTIVE
9523,725,Business,316113,active
9524,1233,Savings,828691,Inactive
9525,9783,Business,160375,Inactive
9526,7519,Current,1384045,Inactive
9527,540,Salary,1099079,active
9528,7000,Current,1060498,Active
9529,109,Current,1061242,active
9530,2072,Business,486024,Active
9531,9889,Savings,362736,active
9532,4595,Salary,1083384,Active
9533,2420,Business,1293676,active
9534,1189,Salary,451431,ACTIVE
9535,6541,Business,186555,ACTIVE
9536,7595,Salary,924428,ACTIVE
9537,7241,Current,576541,ACTIVE
9538,8242,Current,1060367,Active
9539,3695,Business,483785,active
9540,71,Business,799431,active
9541,8684,Current,561753,Inactive
9542,474,Business,68710,Inactive
9543,5321,Salary,481250,ACTIVE
9544,8661,Salary,866293,Inactive
9545,1461,Business,437132,ACTIVE
9546,4310,Salary,793727,Inactive
9547,4243,Salary,1497017,ACTIVE
9548,6526,Current,73198,active
9549,9902,Savings,667495,Active
9550,1440,Salary,62172,ACTIVE
9551,1029,Business,1421399,Inactive
9552,9036,Savings,1430510,Inactive
9553,9064,Salary,1156979,Inactive
9554,2898,Savings,1225804,ACTIVE
9555,5127,Savings,593263,active
9556,723,Savings,737143,Active
9557,3401,Current,830039,Inactive
9558,3312,Savings,373808,Inactive
9559,2875,Current,890970,ACTIVE
9560,2052,Business,821062,Active
9561,9930,Business,666253,ACTIVE
9562,6250,Savings,603070,active
9563,6691,Current,830924,Active
9564,8152,Salary,1400967,active
9565,6700,Business,468664,ACTIVE
9566,9479,Salary,249242,active
9567,7447,Savings,437626,ACTIVE
9568,8769,Current,1498430,Inactive
9569,6488,Salary,973149,Inactive
9570,8980,Current,896533,Inactive
9571,9760,Business,660895,ACTIVE
9572,7647,Business,1018505,ACTIVE
9573,1889,Current,738516,ACTIVE
9574,8356,Business,392455,active
9575,8594,Business,272837,Inactive
9576,2533,Business,487489,ACTIVE
9577,8545,Salary,1011660,Inactive
9578,673,Business,684623,Inactive
9579,3154,Current,698747,ACTIVE
9580,265,Business,496984,ACTIVE
9581,1066,Current,1037988,active
9582,7135,Current,743421,active
9583,207,Salary,836298,Inactive
9584,5764,Current,782332,ACTIVE
9585,3502,Salary,843257,ACTIVE
9586,5863,Current,1155685,ACTIVE
9587,6216,Current,185656,Inactive
9588,8600,Salary,714428,ACTIVE
9589,9852,Salary,525430,active
9590,2757,Current,78973,Active
9591,8471,Current,15723,Active
9592,7275,Savings,442981,active
9593,1890,Current,486615,Active
9594,7823,Salary,78324,active
9595,8243,Current,475366,Inactive
9596,5243,Savings,1447778,Active
9597,4527,Current,564899,Inactive
9598,8516,Business,685502,Inactive
9599,4014,Savings,7830,active
9600,5960,Salary,1026666,Inactive
9601,1805,Business,510383,Active
9602,7846,Salary,1420032,Active
9603,1445,Current,585653,active
9604,1779,Savings,1497309,Inactive
9605,2539,Salary,233309,ACTIVE
9606,7804,Current,876857,Inactive
9607,5337,Salary,343741,Active
9608,9921,Business,416002,Active
9609,9767,Current,395363,Active
9610,6121,Savings,765946,Inactive
9611,5530,Current,357647,ACTIVE
9612,5632,Salary,575993,Active
9613,7358,Current,820066,Inactive
9614,5941,Salary,1029915,active
9615,9155,Savings,269132,Inactive
9616,1330,Salary,287173,Active
9617,4203,Business,184417,Active
9618,5789,Salary,1411645,Active
9619,1249,Savings,569514,Active
9620,9746,Business,1354225,Active
9621,60,Savings,1417723,Inactive
9622,6516,Current,176453,Inactive
9623,3214,Savings,591841,ACTIVE
9624,118,Business,1387323,Inactive
9625,6824,Salary,332014,Active
9626,7360,Current,507451,Inactive
9627,286,Savings,258690,Inactive
9628,9885,Salary,787305,ACTIVE
9629,8211,Savings,114288,Active
9630,1006,Salary,629539,ACTIVE
9631,6746,Savings,438016,Active
9632,3694,Current,662737,Active
9633,5690,Current,795098,active
9634,5110,Current,777385,Inactive
9635,4212,Salary,770742,Active
9636,7208,Current,1019536,active
9637,8313,Current,1455651,ACTIVE
9638,6508,Current,775669,Inactive
9639,4767,Salary,1219407,Active
9640,3471,Current,1176623,active
9641,2594,Business,1328474,ACTIVE
9642,5950,Current,292557,ACTIVE
9643,6474,Savings,1030196,active
9644,5337,Salary,148684,Inactive
9645,4264,Current,535665,Active
9646,2580,Current,570653,active
9647,9325,Current,882371,active
9648,199,Savings,559334,ACTIVE
9649,8185,Savings,1445155,active
9650,402,Savings,242660,Inactive
9651,3802,Current,569244,ACTIVE
9652,17,Salary,1036396,active
9653,4650,Salary,266578,active
9654,3015,Savings,695571,Inactive
9655,1045,Current,669441,Active
9656,5541,Salary,641787,Active
9657,9367,Current,124456,Active
9658,5231,Business,724833,ACTIVE
9659,9531,Savings,80541,Active
9660,8832,Savings,1242323,Active
9661,8048,Business,568537,ACTIVE
9662,8650,Current,349464,active
9663,9198,Salary,85993,ACTIVE
9664,9268,Salary,1061732,Active
9665,7441,Business,200043,ACTIVE
9666,806,Savings,1016671,ACTIVE
9667,9055,Current,646074,Active
9668,3884,Business,1160553,active
9669,7188,Business,809808,Active
9670,9647,Savings,1118073,ACTIVE
9671,2629,Salary,1248557,Active
9672,9386,Current,1101103,active
9673,8519,Current,1213896,Inactive
9674,7387,Savings,1014416,ACTIVE
9675,6930,Current,317610,active
9676,1894,Current,327614,Active
9677,4361,Current,325847,Active
9678,322,Current,1320007,Inactive
9679,2364,Savings,960574,ACTIVE
9680,4204,Current,79840,Active
9681,1829,Salary,374649,active
9682,5869,Savings,1016820,ACTIVE
9683,3581,Current,1365189,Inactive
9684,2589,Business,980884,active
9685,6719,Savings,241253,Inactive
9686,1551,Salary,1369614,active
9687,238,Current,1088390,ACTIVE
9688,9225,Current,401390,active
9689,121,Business,262245,ACTIVE
9690,4409,Business,1154258,ACTIVE
9691,184,Savings,563077,active
9692,5358,Savings,570840,active
9693,1794,Savings,776303,ACTIVE
9694,330,Business,725605,Active
9695,4918,Savings,915653,Active
9696,9235,Savings,463380,active
9697,1304,Current,523018,Active
9698,7476,Savings,1391856,Active
9699,7382,Savings,866990,ACTIVE
9700,9545,Business,1228660,ACTIVE
9701,5839,Savings,1010938,Active
9702,2748,Salary,1291216,Inactive
9703,4112,Business,92735,active
9704,6581,Current,741131,Inactive
9705,6,Savings,201228,Inactive
9706,6425,Current,364927,Inactive
9707,3759,Current,303216,Active
9708,5547,Savings,269870,ACTIVE
9709,7649,Salary,382647,Active
9710,1664,Salary,72482,Inactive
9711,5881,Current,525933,Active
9712,9762,Savings,1291180,active
9713,386,Current,604481,Inactive
9714,5652,Business,1350227,Active
9715,4858,Current,106552,ACTIVE
9716,7440,Business,745993,Inactive
9717,2974,Savings,1065841,ACTIVE
9718,6615,Salary,1117874,active
9719,9459,Current,1484235,active
9720,7161,Current,946731,Active
9721,215,Current,995459,Active
9722,3827,Current,847618,active
9723,6221,Current,1304920,Inactive
9724,8337,Savings,1234964,Inactive
9725,837,Salary,71550,Inactive
9726,4601,Business,308586,active
9727,9538,Savings,25304,ACTIVE
9728,1782,Business,334937,ACTIVE
9729,4559,Savings,1309159,Inactive
9730,2199,Savings,1455152,Active
9731,2987,Business,170791,Active
9732,1214,Salary,905312,active
9733,3430,Savings,266589,Active
9734,7273,Business,903592,active
9735,369,Salary,871666,active
9736,8364,Current,143388,Active
9737,8912,Current,122423,Active
9738,7490,Business,538128,Inactive
9739,7776,Savings,1167974,Inactive
9740,6714,Current,583761,Active
9741,5240,Current,657745,Inactive
9742,3328,Business,81416,Inactive
9743,1446,Business,14424,ACTIVE
9744,8348,Current,1287216,Inactive
9745,4809,Savings,1406308,Inactive
9746,3674,Business,1256597,Inactive
9747,1882,Business,919947,ACTIVE
9748,7613,Savings,158272,Inactive
9749,1527,Salary,275029,ACTIVE
9750,3397,Business,24927,Inactive
9751,4031,Current,51056,active
9752,6993,Savings,574081,active
9753,1818,Current,494193,Inactive
9754,8695,Savings,169808,ACTIVE
9755,5786,Salary,1010230,Active
9756,8181,Business,12639,active
9757,457,Salary,917468,Active
9758,4788,Business,1231146,Active
9759,5115,Savings,484513,active
9760,5225,Current,1117398,active
9761,9801,Salary,1120769,Active
